# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	167715	168563	+			KAK8438557.1	hypothetical protein			B9J08_04906	849		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	167715	168563	+	KAK8438557.1			hypothetical protein			B9J08_04906	849	282	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	168863	169612	-							B9J08_04907	750		old_locus_tag=B9J08_004153
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	168863	169612	-			KAK8438558.1	hypothetical protein			B9J08_04907	750		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	168863	169612	-	KAK8438558.1			hypothetical protein			B9J08_04907	750	249	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	173222	174610	+							B9J08_04908	1389		old_locus_tag=B9J08_004154
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	173222	174610	+			KAK8438559.1	hypothetical protein			B9J08_04908	1389		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	173222	174610	+	KAK8438559.1			hypothetical protein			B9J08_04908	1389	462	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	174645	175136	-							B9J08_04909	492		old_locus_tag=B9J08_004155
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	174645	175136	-			KAK8438560.1	D-tyrosyl-tRNA(Tyr) deacylase			B9J08_04909	492		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	174645	175136	-	KAK8438560.1			D-tyrosyl-tRNA(Tyr) deacylase			B9J08_04909	492	163	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	175762	177294	-							B9J08_04910	1533		old_locus_tag=B9J08_004156
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	175762	177294	-			KAK8438561.1	hypothetical protein			B9J08_04910	1533		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	175762	177294	-	KAK8438561.1			hypothetical protein			B9J08_04910	1533	510	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	177957	179491	-							B9J08_04911	1535		old_locus_tag=B9J08_004157
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	177957	179491	-			KAK8438562.1	hypothetical protein			B9J08_04911	1485		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	177957	179491	-	KAK8438562.1			hypothetical protein			B9J08_04911	1485	494	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	180687	181250	-							B9J08_04912	564		old_locus_tag=B9J08_004158
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	180687	181250	-			KAK8438563.1	6,7-dimethyl-8-ribityllumazine synthase			B9J08_04912	564		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	180687	181250	-	KAK8438563.1			6,7-dimethyl-8-ribityllumazine synthase			B9J08_04912	564	187	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	181329	181976	-							B9J08_04913	648		old_locus_tag=B9J08_004159
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	181329	181976	-			KAK8438564.1	hypothetical protein			B9J08_04913	648		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	181329	181976	-	KAK8438564.1			hypothetical protein			B9J08_04913	648	215	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	183674	184156	-							B9J08_04914	483		old_locus_tag=B9J08_004160
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	183674	184156	-			KAK8438565.1	hypothetical protein			B9J08_04914	483		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	183674	184156	-	KAK8438565.1			hypothetical protein			B9J08_04914	483	160	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	185406	186959	+							B9J08_04915	1554		old_locus_tag=B9J08_004161
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	185406	186959	+			KAK8438566.1	hypothetical protein			B9J08_04915	1554		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	185406	186959	+	KAK8438566.1			hypothetical protein			B9J08_04915	1554	517	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	188553	189860	+							B9J08_04916	1308		old_locus_tag=B9J08_004162
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	188553	189860	+			KAK8438567.1	G2/mitotic-specific cyclin-4			B9J08_04916	1308		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	188553	189860	+	KAK8438567.1			G2/mitotic-specific cyclin-4			B9J08_04916	1308	435	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	190359	191159	+							B9J08_04917	801		old_locus_tag=B9J08_004163
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	190359	191159	+			KAK8438568.1	hypothetical protein			B9J08_04917	801		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	190359	191159	+	KAK8438568.1			hypothetical protein			B9J08_04917	801	266	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	191281	193797	-							B9J08_04918	2517		old_locus_tag=B9J08_004164
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	191281	193797	-			KAK8438569.1	hypothetical protein			B9J08_04918	2517		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	191281	193797	-	KAK8438569.1			hypothetical protein			B9J08_04918	2517	838	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	193956	194912	+							B9J08_04919	957		old_locus_tag=B9J08_004165
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	193956	194912	+			KAK8438570.1	hypothetical protein			B9J08_04919	957		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	193956	194912	+	KAK8438570.1			hypothetical protein			B9J08_04919	957	318	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	194917	198810	-							B9J08_04920	3894		old_locus_tag=B9J08_004166
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	194917	198810	-			KAK8438571.1	hypothetical protein			B9J08_04920	3894		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	194917	198810	-	KAK8438571.1			hypothetical protein			B9J08_04920	3894	1297	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	199062	201716	-							B9J08_04921	2655		old_locus_tag=B9J08_004167
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	199062	201716	-			KAK8438572.1	hypothetical protein			B9J08_04921	2655		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	199062	201716	-	KAK8438572.1			hypothetical protein			B9J08_04921	2655	884	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	203374	204741	-							B9J08_04922	1368		old_locus_tag=B9J08_004168
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	203374	204741	-			KAK8438573.1	hypothetical protein			B9J08_04922	1368		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	203374	204741	-	KAK8438573.1			hypothetical protein			B9J08_04922	1368	455	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	205207	205587	-							B9J08_04923	381		old_locus_tag=B9J08_004169
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	205207	205587	-			KAK8438574.1	hypothetical protein			B9J08_04923	381		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	205207	205587	-	KAK8438574.1			hypothetical protein			B9J08_04923	381	126	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	206254	208476	+							B9J08_04924	2223		old_locus_tag=B9J08_004170
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	206254	208476	+			KAK8438575.1	ATP-dependent RNA helicase DBP2			B9J08_04924	1614		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	206254	208476	+	KAK8438575.1			ATP-dependent RNA helicase DBP2			B9J08_04924	1614	537	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	209291	210076	-							B9J08_04925	786		old_locus_tag=B9J08_004171
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	209291	210076	-			KAK8438576.1	hypothetical protein			B9J08_04925	786		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	209291	210076	-	KAK8438576.1			hypothetical protein			B9J08_04925	786	261	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	213854	215395	+							B9J08_04926	1542		old_locus_tag=B9J08_004172
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	213854	215395	+			KAK8438577.1	hypothetical protein			B9J08_04926	1542		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	213854	215395	+	KAK8438577.1			hypothetical protein			B9J08_04926	1542	513	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	216029	217561	+							B9J08_04927	1533		old_locus_tag=B9J08_004173
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	216029	217561	+			KAK8438578.1	hypothetical protein			B9J08_04927	1533		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	216029	217561	+	KAK8438578.1			hypothetical protein			B9J08_04927	1533	510	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	218422	219159	+							B9J08_04928	738		old_locus_tag=B9J08_004174
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	218422	219159	+			KAK8438579.1	hypothetical protein			B9J08_04928	738		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	218422	219159	+	KAK8438579.1			hypothetical protein			B9J08_04928	738	245	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	220347	221930	+							B9J08_04929	1584		old_locus_tag=B9J08_004175
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	220347	221930	+			KAK8438580.1	hypothetical protein			B9J08_04929	1584		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	220347	221930	+	KAK8438580.1			hypothetical protein			B9J08_04929	1584	527	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	223506	225083	+							B9J08_04930	1578		old_locus_tag=B9J08_004176
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	223506	225083	+			KAK8438581.1	hypothetical protein			B9J08_04930	1578		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	223506	225083	+	KAK8438581.1			hypothetical protein			B9J08_04930	1578	525	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	227127	228707	+							B9J08_04931	1581		old_locus_tag=B9J08_004177
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	227127	228707	+			KAK8438582.1	hypothetical protein			B9J08_04931	1581		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	227127	228707	+	KAK8438582.1			hypothetical protein			B9J08_04931	1581	526	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	229576	233211	+							B9J08_04932	3636		old_locus_tag=B9J08_004178
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	229576	233211	+			KAK8438583.1	hypothetical protein			B9J08_04932	3636		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	229576	233211	+	KAK8438583.1			hypothetical protein			B9J08_04932	3636	1211	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	233214	233867	-							B9J08_04933	654		old_locus_tag=B9J08_004179
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	233214	233867	-			KAK8438584.1	hypothetical protein			B9J08_04933	654		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	233214	233867	-	KAK8438584.1			hypothetical protein			B9J08_04933	654	217	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	234227	234646	-							B9J08_04934	420		old_locus_tag=B9J08_004180
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	234227	234646	-			KAK8438585.1	hypothetical protein			B9J08_04934	420		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	234227	234646	-	KAK8438585.1			hypothetical protein			B9J08_04934	420	139	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	235720	236553	+							B9J08_04935	834		old_locus_tag=B9J08_004181
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	235720	236553	+			KAK8438586.1	hypothetical protein			B9J08_04935	834		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	235720	236553	+	KAK8438586.1			hypothetical protein			B9J08_04935	834	277	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	237135	239834	-							B9J08_04936	2700		old_locus_tag=B9J08_004182
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	237135	239834	-			KAK8438587.1	hypothetical protein			B9J08_04936	2700		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	237135	239834	-	KAK8438587.1			hypothetical protein			B9J08_04936	2700	899	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	242537	244084	+							B9J08_04937	1548		old_locus_tag=B9J08_004183
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	242537	244084	+			KAK8438588.1	hypothetical protein			B9J08_04937	1548		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	242537	244084	+	KAK8438588.1			hypothetical protein			B9J08_04937	1548	515	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	244158	245516	-							B9J08_04938	1359		old_locus_tag=B9J08_004184
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	244158	245516	-			KAK8438589.1	hypothetical protein			B9J08_04938	1359		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	244158	245516	-	KAK8438589.1			hypothetical protein			B9J08_04938	1359	452	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	247378	248172	-							B9J08_04939	795		old_locus_tag=B9J08_004185
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	247378	248172	-			KAK8438590.1	hypothetical protein			B9J08_04939	795		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	247378	248172	-	KAK8438590.1			hypothetical protein			B9J08_04939	795	264	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	248450	250243	+							B9J08_04940	1794		old_locus_tag=B9J08_004186
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	248450	250243	+			KAK8438591.1	hypothetical protein			B9J08_04940	1794		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	248450	250243	+	KAK8438591.1			hypothetical protein			B9J08_04940	1794	597	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	250708	251166	-							B9J08_04941	459		old_locus_tag=B9J08_004187
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	250708	251166	-			KAK8438592.1	hypothetical protein			B9J08_04941	459		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	250708	251166	-	KAK8438592.1			hypothetical protein			B9J08_04941	459	152	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	251729	253498	-							B9J08_04942	1770		old_locus_tag=B9J08_004188
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	251729	253498	-			KAK8438593.1	hypothetical protein			B9J08_04942	1770		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	251729	253498	-	KAK8438593.1			hypothetical protein			B9J08_04942	1770	589	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	256055	256561	+							B9J08_04943	507		old_locus_tag=B9J08_004189
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	256055	256561	+			KAK8438594.1	iron donor protein CyaY			B9J08_04943	507		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	256055	256561	+	KAK8438594.1			iron donor protein CyaY			B9J08_04943	507	168	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	257726	259888	+							B9J08_04944	2163		old_locus_tag=B9J08_004190
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	257726	259888	+			KAK8438595.1	hypothetical protein			B9J08_04944	2163		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	257726	259888	+	KAK8438595.1			hypothetical protein			B9J08_04944	2163	720	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	259905	260927	-							B9J08_04945	1023		old_locus_tag=B9J08_004191
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	259905	260927	-			KAK8438596.1	hypothetical protein			B9J08_04945	1023		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	259905	260927	-	KAK8438596.1			hypothetical protein			B9J08_04945	1023	340	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	261434	264619	-							B9J08_04946	3186		old_locus_tag=B9J08_004192
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	261434	264619	-			KAK8438597.1	hypothetical protein			B9J08_04946	3186		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	261434	264619	-	KAK8438597.1			hypothetical protein			B9J08_04946	3186	1061	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	267720	269387	-							B9J08_04947	1668		old_locus_tag=B9J08_004193
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	267720	269387	-			KAK8438598.1	hypothetical protein			B9J08_04947	1668		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	267720	269387	-	KAK8438598.1			hypothetical protein			B9J08_04947	1668	555	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	270255	271538	-							B9J08_04948	1284		old_locus_tag=B9J08_004194
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	270255	271538	-			KAK8438599.1	hypothetical protein			B9J08_04948	1284		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	270255	271538	-	KAK8438599.1			hypothetical protein			B9J08_04948	1284	427	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	272781	273692	+							B9J08_04949	912		old_locus_tag=B9J08_004195
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	272781	273692	+			KAK8438600.1	hypothetical protein			B9J08_04949	912		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	272781	273692	+	KAK8438600.1			hypothetical protein			B9J08_04949	912	303	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	274409	275761	+							B9J08_04950	1353		old_locus_tag=B9J08_004196
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	274409	275761	+			KAK8438601.1	hypothetical protein			B9J08_04950	1353		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	274409	275761	+	KAK8438601.1			hypothetical protein			B9J08_04950	1353	450	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	276190	277374	+							B9J08_04951	1185		old_locus_tag=B9J08_004197
